date,open,high,low,close,volume,ticker,sector,returns,volatility_5d,volatility_10d,volatility_20d,volatility_50d,volatility_ratio,volatility_term_structure,ma_10,ma_50,ma_200,ma10_distance,ma50_distance,price_to_ma200,ma_cross,bb_width,bb_position,atr_ratio,rsi,momentum_1m,momentum_3m,momentum_6m,volume_10d_avg,volume_50d_avg,volume_ratio,market_breadth_proxy,high_low_ratio,forward_volatility,regime,regime_label
2015-10-16,22.754607424090505,22.813642253185854,22.39384013616025,22.705413818359375,40062400,XLE,Energy,0.0013018245310105758,0.20543939442290157,0.2349181076791757,0.2908093297138144,0.34089666726636125,0.6891182291777036,0.7064401772290957,22.338744354248046,21.295255546569823,24.04231164932251,1.6414058834135017,6.621936368435344,0.944393956352329,1,0.21026749269465855,0.809456415051007,0.025711407415432798,84.29926615815296,6.833097919289255,-2.433319971114001,-14.614516493916163,48326800.0,42841552.0,1.1280356976796733,0.0,1.0187463210629844,0.24549924981940707,1,High
2015-10-19,22.47911995516488,22.492239088028093,22.13803000737755,22.256099700927734,39000400,XLE,Energy,-0.01978885392823493,0.23783646171081232,0.23788299599574367,0.3035638958509567,0.34145818178073845,0.6966680217037416,0.7834807266658116,22.40696277618408,21.30391948699951,24.025851802825926,-0.6732865884737205,4.469507193309103,0.9263396729313866,1,0.21183001659624506,0.6910520434270768,0.0267146501689417,77.06249824478192,7.543566338436802,-4.404168148497156,-15.409080031627875,47465440.0,42938292.0,1.1054338165104471,0.0,1.0160000271267362,0.2667844891423032,1,High
2015-10-20,22.210185618053426,22.423367163853147,22.092115915832625,22.318416595458984,27513000,XLE,Energy,0.00279999170423606,0.22085565944506416,0.21320737269477014,0.29901037796606594,0.33390195955466484,0.6385328585047277,0.7386220536804532,22.433529663085938,21.29989528656006,24.014987926483155,-0.5131295402719028,4.781813690612831,0.9293536463054711,1,0.2113119581408571,0.6854761666011822,0.02597877128212063,75.0183835789504,7.232942614280868,-3.352612518929876,-15.731650608577885,44723460.0,42710776.0,1.0471235643201613,0.0,1.0149940933354928,0.26959888084166667,1,High
2015-10-21,22.220019861853583,22.32825081743267,22.01995749022621,22.04291534423828,29324200,XLE,Energy,-0.012344121727558277,0.2322055601199588,0.21281734954255663,0.29859512718460546,0.33502345841465214,0.6352311881371503,0.7776602461981855,22.404667854309082,21.28951461791992,24.004545478820802,-1.6146300959388027,3.53883467913451,0.9182808882462171,1,0.2054779467063723,0.6084450284117906,0.02529383936896364,70.43724831645959,7.03933716730456,-4.464822228227416,-17.337114359863538,39655260.0,42455104.0,0.9340516513632848,0.0,1.0140006322602257,0.271940756805283,1,High
2015-10-22,22.164262185626626,22.49551081612411,22.15442346423613,22.439756393432617,37481400,XLE,Energy,0.018003110886059215,0.23242882179537527,0.20995851764477513,0.3025765575287611,0.33497316343976963,0.6267920554851465,0.7681653320855234,22.372854804992677,21.27886646270752,23.995830297470093,0.2990301819909472,5.455600432286309,0.93515232085128,1,0.20120593305558504,0.6780606492618373,0.022758566254870716,67.45610632844583,10.390395152349964,-0.8420786652558854,-15.366495479818344,37989060.0,42265412.0,0.8988214760570653,0.0,1.0153959028741413,0.26892502669206586,1,High
2015-10-23,22.33480680593646,22.597184397794415,22.190501382410925,22.387283325195312,31262000,XLE,Energy,-0.00233839741026165,0.23059489228218902,0.20813090687228233,0.3035115406310103,0.33326958875902796,0.6245121483999919,0.759756587188661,22.350552368164063,21.274135971069335,23.984138240814207,0.16434026518095612,5.232397478514499,0.9334203756005083,1,0.19526698561649952,0.6475809852174154,0.021859656531288716,60.95410127301525,9.65461561041252,0.3700066229894272,-15.471628325274578,35918120.0,42098108.0,0.8532003385995399,0.0,1.0183268961964889,0.2713049599865442,1,High
2015-10-26,22.34464820489282,22.34464820489282,21.8330145919101,21.83957290649414,23672200,XLE,Energy,-0.024465247111281396,0.253624809152492,0.23333744405192383,0.2771911838150125,0.337747154261821,0.6908642785219178,0.9149815144256254,22.302667999267577,21.259428062438964,23.970687437057496,-2.0764111844764233,2.728882650799874,0.9110949764724412,1,0.1714895303526753,0.4918236876412903,0.021989533110817267,47.18134281720958,6.766075576581376,-4.808877456942451,-17.95042339970475,33936100.0,42086704.0,0.8063377925722099,0.0,1.0234339427030978,0.25771089206729264,1,High
2015-10-27,21.537834922352598,21.64934625971389,21.354172134013794,21.577192306518555,42214600,XLE,Energy,-0.012013998675659332,0.25161754203762315,0.2350520944925409,0.28314437451850344,0.3386835405861671,0.6940168810262554,0.8886545687708162,22.25183219909668,21.238495750427248,23.959458332061768,-3.031839744888565,1.5947294953056808,0.9005709564662677,1,0.1415589904642985,0.37413020778084854,0.021431798230475554,39.98243153974282,9.869685989434984,-7.216466012435641,-19.561666639765395,33990000.0,42549712.0,0.7988303187575042,0.0,1.0138227847863945,0.26303342282191566,1,High
2015-10-28,21.728063321024955,22.20361993244683,21.554239214811698,22.056034088134766,39513000,XLE,Energy,0.022192033829700364,0.3139554127791629,0.261034606068304,0.28197071953342656,0.3424779407899737,0.7621939254428791,1.1134326759128075,22.22985782623291,21.228833274841307,23.951571111679076,-0.7819381457897494,3.8965910306233837,0.9208595956104098,1,0.11537092757635581,0.4953627821721695,0.020807187346123215,40.80761984320846,12.477008465553507,-4.4888303928617646,-17.518018414821736,34905960.0,42897436.0,0.8137073740258043,0.0,1.0301277494029522,0.25463794194362355,1,High
2015-10-29,21.974036183582275,22.374160824891902,21.94123961509511,22.167537689208984,19507200,XLE,Energy,0.0050554692030604365,0.27945707108024376,0.2423352989113173,0.28176059446053053,0.33684893241557046,0.7194183373938924,0.9918245367678288,22.179022216796874,21.23383758544922,23.943871936798097,-0.05178103649308584,4.397227302895055,0.9258125731595166,1,0.07926497291248061,0.49822382328248943,0.02092445133380228,44.14558278863531,10.441129781968982,-1.8614133670150856,-17.29110284920128,32955040.0,42480260.0,0.7757730296377658,0.0,1.0197309366923348,0.2556697901149695,1,High
